,loss,topk,val_loss,val_topk,lr
0,5.159135094608169,0.08060241118073463,3.7567334175109863,0.1600000038743019,0.00015737085608729902
1,4.568939398570233,0.29168675391070814,3.3788264989852905,0.23000000417232513,0.0002999999888124421
2,4.337826493274735,0.43915663641619396,3.2298030853271484,0.2683333307504654,0.00029992106751447755
3,4.151591743331358,0.5494377634611475,3.036461591720581,0.33166666328907013,0.00029968809835058955
4,3.9822683650327018,0.6466666826282639,2.9501782655715942,0.32333335280418396,0.00029930132071234234
5,3.923077586185501,0.6955823460257197,2.93410325050354,0.3566666692495346,0.0002987611320399049
6,3.7564353741795182,0.7783132777156601,2.981164574623108,0.3616666793823242,0.00029806808741365424
7,3.718566940491458,0.7933333537664758,3.0078238248825073,0.3383333384990692,0.00029722289898379266
8,3.748368274734681,0.8063052411539009,2.9855037927627563,0.3566666841506958,0.00029622643523856537
9,3.716168087649058,0.8112048377473671,2.8479719161987305,0.39500001072883606,0.00029507972011183015
10,3.6017608786203774,0.8513654843870416,2.980871558189392,0.3683333545923233,0.00029378393193089616
11,3.5857862133577645,0.8490361650306059,2.938867926597595,0.3583333492279053,0.00029234040220571273
12,3.486326036683048,0.8779518281120852,2.944614291191101,0.38500000536441803,0.0002907506142606532
13,3.594721549964813,0.8682329511067953,2.9313418865203857,0.3816666752099991,0.00028901620171029854
14,3.573291910700051,0.867791189486722,3.021304488182068,0.361666664481163,0.0002871389467807882
15,3.4975012986056777,0.878554240766778,2.8182910680770874,0.4166666865348816,0.000285120778478462
16,3.458188642938453,0.8861044372420713,2.946717619895935,0.3733333498239517,0.0002829637706076761
17,3.508275141198951,0.8859839547111328,2.834401845932007,0.39666667580604553,0.00028067013963982835
18,3.5472314415207826,0.8771887708859272,2.837893843650818,0.4166666716337204,0.0002782422424357846
19,3.4535322993634696,0.8921285314732287,2.963269829750061,0.3633333295583725,0.00027568257382404456
20,3.317197549773986,0.908433752605714,2.967513918876648,0.36666667461395264,0.0002729937640371368
21,3.4770504279309007,0.8927309391010239,2.8372461795806885,0.4000000059604645,0.00027017857600887725
22,3.404483203428337,0.8984739141291883,2.8478344678878784,0.3800000101327896,0.0002672399025352678
23,3.4173189387264022,0.8986747193049236,2.9244132041931152,0.4000000059604645,0.00026418076330195277
24,3.370471652731838,0.9017269281019648,2.9169726371765137,0.35999999940395355,0.00026100430178128807
25,3.491399161786918,0.8979116671056633,2.8435717821121216,0.40166667103767395,0.0002577137820022106
26,3.288855854287205,0.9189960015825478,3.0400569438934326,0.3616666793823242,0.000254312585196228
27,3.3931797958282104,0.9083534321153021,2.8065038919448853,0.40666668117046356,0.0002508042063229746
28,3.3493094386824644,0.9130923884460725,2.815076470375061,0.4300000071525574,0.00024719225047890425
29,3.35366666747863,0.9126104568860617,2.811454176902771,0.40666668117046356,0.00024348042919281
30,3.3272903511323126,0.915783149650298,2.9575414657592773,0.3800000101327896,0.00023967255661197734
31,3.4714086199381264,0.906184755894075,2.910176634788513,0.411666676402092,0.00023577254558289
32,3.336968080106988,0.9148996156382273,2.8062491416931152,0.42000001668930054,0.00023178440363051572
33,3.2723192220710846,0.9194377689476473,2.9322794675827026,0.40833334624767303,0.00022771222884030354
34,3.3849807848413307,0.9075502200298998,2.8964494466781616,0.38833335041999817,0.00022356020564712377
35,3.3339150124285593,0.9136947939194828,2.913360118865967,0.3866666704416275,0.00021933260053547848
36,3.3058081534971673,0.9194779295519174,3.010668992996216,0.36666667461395264,0.00021503375765540014
37,3.3639657957008087,0.9055421876620098,2.9002766609191895,0.39000000059604645,0.00021066809435854394
38,3.4464846318026625,0.9096787370831133,2.8957340717315674,0.40833333134651184,0.00020624009665906024
39,3.216853141784668,0.9216867656592863,2.8055468797683716,0.41833335161209106,0.0002017543146239117
40,3.3868371837110405,0.9139357611357447,2.790580153465271,0.4166666865348816,0.00019721535769737228
41,3.325028362044369,0.9141767226069807,2.8866056203842163,0.39500001072883606,0.00019262788996451117
42,3.3929031326110106,0.9189960044550608,2.929234266281128,0.398333340883255,0.0001879966253585304
43,3.417869407010366,0.9087952030710427,2.9842300415039062,0.3733333498239517,0.0001833263228168797
44,3.373578206602349,0.9214458013155374,2.808510661125183,0.4100000113248825,0.0001786217813911267
45,3.3668249400265244,0.9172289328402784,2.817297339439392,0.4150000065565109,0.00017388783531560692
46,3.3131038740456824,0.9217670904584678,2.992445468902588,0.3566666692495346,0.00016912934903992103
47,3.340085721877684,0.9159437927855066,2.8249658346176147,0.4100000113248825,0.00016435121223038458
48,3.428471194692405,0.9138152800410627,2.8289079666137695,0.4100000113248825,0.00015955833474556484
49,3.3269646311380776,0.9138152786048062,2.921033501625061,0.4000000059604645,0.00015475564159106933
50,3.190547598413674,0.9247791364968542,2.809546709060669,0.4050000160932541,0.0001499480678587697
51,3.3368683636906638,0.9157429912004126,3.026492476463318,0.35999999940395355,0.0001451405536556614
52,3.2640930600913176,0.9219678949160748,3.0055835247039795,0.388333335518837,0.00014033803902756934
53,3.296201599649636,0.9219678934798183,2.8431116342544556,0.40166667103767395,0.0001355454588829173
54,3.3118907313749015,0.9229317487004292,2.8354883193969727,0.4033333510160446,0.0001307677379217758
55,3.355661214116108,0.9202409817511776,2.8258098363876343,0.40166667103767395,0.00012600978557539966
56,3.331005811691284,0.9182329522558006,2.9294791221618652,0.4050000011920929,0.0001212764909614559
57,3.292736317737993,0.9199598603938,2.8058407306671143,0.41833335161209106,0.00011657271786012453
58,3.2710155090653754,0.9235341577644808,2.8204492330551147,0.4166666716337204,0.00011190329971623579
59,3.203260731984334,0.9291968072753355,2.8061230182647705,0.4300000071525574,0.00010727303467257869
60,3.249305429228817,0.9216466057731445,2.8179785013198853,0.40166667103767395,0.00010268668063948528
61,3.2624425916786652,0.9277108649173414,2.8353800773620605,0.43000002205371857,9.81489504057556e-05
62,3.3650174284555825,0.9247791408056236,2.9050480127334595,0.37833334505558014,9.366450679594922e-05
63,3.314410675002868,0.9272690997066269,2.7969478368759155,0.4150000065565109,8.923795787901746e-05
64,3.3526436966585824,0.92000002099807,2.893760561943054,0.4099999964237213,8.487385223320104e-05
65,3.3127335151994086,0.9215261282691036,2.8138363361358643,0.4333333373069763,8.05766742720586e-05
66,3.2931814883128707,0.9241365682647888,2.807308793067932,0.4166666716337204,7.635083963642849e-05
67,3.281406867934997,0.9225703011076134,3.0049608945846558,0.37833334505558014,7.220069065705949e-05
68,3.3869685954358206,0.9157028298780142,2.8042773008346558,0.4283333420753479,6.81304918925722e-05
69,3.3117310742297805,0.9234939942876976,2.805777072906494,0.41833333671092987,6.414442574733706e-05
